run,epoch,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5
cnn_lr_5e-4,1,3.6715967934502496,0.1333777777777778,0.36906666666666665,2.953623500442505,0.2598,0.5608
cnn_lr_5e-4,2,2.77499667040507,0.2858222222222222,0.6071333333333333,2.506584901428223,0.3392,0.6684
cnn_lr_5e-4,3,2.3360941593594022,0.3754222222222222,0.7104888888888888,2.1638571434020997,0.4152,0.7542
cnn_lr_5e-4,4,2.0606970587836373,0.43804444444444446,0.7646888888888889,2.0748874004364013,0.4422,0.7608
cnn_lr_5e-4,5,1.8545643056233725,0.4841111111111111,0.8047333333333333,1.9098556125640869,0.4744,0.7894
cnn_lr_5e-4,6,1.6806940149519178,0.5222222222222223,0.8359333333333333,1.8129099349975586,0.5066,0.808
cnn_lr_5e-4,7,1.5282389396243625,0.5597333333333333,0.859,1.7911384460449218,0.514,0.8178
cnn_lr_5e-4,8,1.3866173883650037,0.5969555555555556,0.8829111111111111,1.8017779769897462,0.508,0.8082
cnn_lr_5e-4,9,1.257910668902927,0.6232,0.9030888888888889,1.735787432861328,0.5282,0.8272
cnn_lr_5e-4,10,1.1329492252985636,0.6572666666666667,0.9198222222222222,1.9793844844818116,0.4964,0.794
cnn_lr_5e-4,11,1.0155570037841797,0.6871111111111111,0.9348888888888889,1.7549077873229981,0.5476,0.8272
cnn_lr_5e-4,12,0.8878224193255106,0.7231333333333333,0.9503777777777778,1.7982138065338136,0.542,0.8324
cnn_lr_5e-4,13,0.784802540588379,0.7526,0.9616444444444444,1.7980636123657228,0.5406,0.8294
cnn_lr_5e-4,14,0.6996296568552653,0.7760888888888889,0.9713111111111111,1.8141229133605956,0.552,0.8348
cnn_lr_5e-4,15,0.612210680908627,0.8022444444444444,0.9782444444444445,1.8662085704803466,0.544,0.8288
